dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,index_right,geoid,distance_meters,year
151204879,2015-01-13T00:00:00.000,2015-01-11,1900,12,77th Street,1213,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1822 0329,54,M,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,5500 S  SAINT ANDREWS                PL,,33.9925,-118.3113,,,,,2201,06037232500,49.520266281126965,2015
161713637,2016-07-15T00:00:00.000,2016-02-23,2300,17,Devonshire,1721,2,860,BATTERY WITH SEXUAL CONTACT,1259 0522 0503,16,F,H,108,PARKING LOT,IC,Invest Cont,860,CHATSWORTH,OWENSMOUTH,34.2645,-118.6017,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1478,06037113212,404.4891524059055,2016
140618698,2014-09-09T00:00:00.000,2014-09-08,1600,06,Hollywood,0639,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1700 N  KINGSLEY                     DR,,34.1018,-118.3035,,,,,1844,06037190401,205.90615816045187,2014
150605348,2015-01-20T00:00:00.000,2015-01-05,1200,06,Hollywood,0659,2,354,THEFT OF IDENTITY,0377,53,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,1300 N  HARVARD                      BL,,34.0951,-118.3044,,,,,1855,06037191110,138.82276827059061,2015
161922504,2016-11-28T00:00:00.000,2016-11-28,0730,19,Mission,1925,1,310,BURGLARY,0344 0321,63,M,H,507,CONDOMINIUM/TOWNHOUSE,IC,Invest Cont,310,14300    HUBBARD                      ST,,34.2956,-118.4437,,,,,1446,06037107020,702.1350697950694,2016
140210918,2014-05-15T00:00:00.000,2014-01-01,1200,02,Rampart,0233,2,354,THEFT OF IDENTITY,0928 1822,48,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,200 S  RAMPART                      BL,,34.0685,-118.2775,,,,,1998,06037208620,139.09157903574143,2014
150217803,2015-09-12T00:00:00.000,2015-09-12,2130,02,Rampart,0237,1,210,ROBBERY,0334 0305 0432 0337,32,M,H,101,STREET,AA,Adult Arrest,210,3RD                          ST,BIXEL,34.0576,-118.2598,200,KNIFE WITH BLADE 6INCHES OR LESS,,,2011,06037209202,255.36233785849979,2015
161113799,2016-07-23T00:00:00.000,2016-06-25,0857,11,Northeast,1145,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,151,TOW YARD*,IC,Invest Cont,420,2900    GILROY                       ST,,34.1062,-118.2518,,,,,1812,06037187102,388.5351199558554,2016
190317230,2019-07-22T00:00:00.000,2019-07-21,2200,03,Southwest,0395,1,330,BURGLARY FROM VEHICLE,1609 0344 0329,23,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,330,1800 W  41ST                         ST,,34.0099,-118.3113,,,,,2186,06037231500,318.11331628708393,2019
170312011,2017-05-01T00:00:00.000,2017-05-01,0745,03,Southwest,0357,1,310,BURGLARY,1606 0344 1822 1402,33,F,A,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,310,1100 W  37TH                         ST,,34.021,-118.292,500,UNKNOWN WEAPON/OTHER WEAPON,998,,2142,06037222600,376.8679690392789,2017
191719889,2019-12-25T00:00:00.000,2019-12-24,1000,17,Devonshire,1721,1,330,BURGLARY FROM VEHICLE,1606 0344,54,M,W,101,STREET,IC,Invest Cont,330,22100    JAMES ALAN                   CI,,34.2595,-118.6128,,,,,1477,06037113211,824.5512563405517,2019
171704321,2017-01-08T00:00:00.000,2017-01-04,2100,17,Devonshire,1792,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,8300    TUNNEY                       AV,,34.2204,-118.5568,,,,,1658,06037131600,727.0409863281272,2017
190818316,2019-11-15T00:00:00.000,2019-06-04,1200,08,West LA,0827,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0913 0344 1803,0,X,X,602,BANK,AA,Adult Arrest,668,11600    SAN VICENTE                  BL,,34.0579,-118.4683,,,,,2310,06037264102,153.79207341196667,2019
141508452,2014-03-29T00:00:00.000,2014-03-28,1900,15,N Hollywood,1557,1,330,BURGLARY FROM VEHICLE,0344 1612 0385,24,M,W,101,STREET,IC,Invest Cont,330,4600    WILLOWCREST                  AV,,34.1545,-118.3626,,,331,,1613,06037125502,443.96665998564623,2014
162114037,2016-08-02T00:00:00.000,2016-08-02,1245,21,Topanga,2144,2,860,BATTERY WITH SEXUAL CONTACT,,25,F,W,729,SPECIALTY SCHOOL/OTHER,AO,Adult Other,860,22600    VANOWEN                      ST,,34.1937,-118.6192,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1704,06037135102,484.90723693106366,2016
130519501,2013-12-21T00:00:00.000,2013-12-21,1800,05,Harbor,0504,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913,37,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740,1500 W  207TH                        ST,,33.8429,-118.304,,,,,2434,06037292001,254.0437814284015,2013
130316954,2013-07-22T00:00:00.000,2013-07-02,0900,03,Southwest,0319,1,310,BURGLARY,0358 1607 0344,43,F,B,704,ELEMENTARY SCHOOL,IC,Invest Cont,310,2300 S  FIGUEROA                     ST,,34.0305,-118.2745,,,,,2150,06037224420,359.51541503161366,2013
181519925,2018-10-23T00:00:00.000,2018-10-05,2200,15,N Hollywood,1503,2,624,BATTERY - SIMPLE ASSAULT,0400 0417 1810,53,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,624,6700    LAUREL CANYON                BL,,34.2003,-118.4002,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1575,06037123301,103.69505472314714,2018
151010224,2015-06-01T00:00:00.000,2015-05-29,1500,10,West Valley,1088,2,354,THEFT OF IDENTITY,0377 1822,72,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,4700    PARK ENCINO                  LN,,34.1577,-118.5006,,,,,1738,06037139701,535.6018847284884,2015
161513030,2016-06-13T00:00:00.000,2016-06-13,1209,15,N Hollywood,1527,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0104 0325,0,M,W,404,DEPARTMENT STORE,AA,Adult Arrest,442,11000    VICTORY                      BL,,34.1867,-118.3703,,,,,1593,06037124201,508.5730436533243,2016
130112249,2013-05-12T00:00:00.000,2013-05-12,1400,01,Central,0158,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431,60,F,H,102,SIDEWALK,IC,Invest Cont,230,6TH,GLADYS,34.0398,-118.2413,512,MACE/PEPPER SPRAY,,,1972,06037206303,192.05457257823034,2013
170705874,2017-02-13T00:00:00.000,2017-02-13,0001,07,Wilshire,0736,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501,45,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,230,400 S  COCHRAN                      AV,,34.0669,-118.3472,500,UNKNOWN WEAPON/OTHER WEAPON,,,2082,06037215102,209.27337703867983,2017
161822889,2016-12-14T00:00:00.000,2016-12-14,1610,18,Southeast,1836,2,647,THROWING OBJECT AT MOVING VEHICLE,1402 1300 0447 0919 1822,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,647,103RD                        ST,SUCCESS,33.9433,-118.2491,500,UNKNOWN WEAPON/OTHER WEAPON,,,2283,06037242000,455.5728494738881,2016
131500862,2013-05-11T00:00:00.000,2013-05-11,0001,15,N Hollywood,1549,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1402 0416,19,M,H,101,STREET,AA,Adult Arrest,230,KLUMP,CUMPSTON,34.17,-118.3752,512,MACE/PEPPER SPRAY,998,,1595,06037124204,445.74893469886456,2013
171408271,2017-03-15T00:00:00.000,2017-03-15,0220,14,Pacific,1483,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,70,F,W,101,STREET,IC,Invest Cont,740,7200 W  88TH                         PL,,33.9575,-118.4196,,,,,2420,06037276607,46.539253754295885,2017
141408773,2014-03-05T00:00:00.000,2014-03-04,0900,14,Pacific,1406,2,664,"BUNCO, PETTY THEFT",0344,25,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,664,3600    KEYSTONE                     AV,,34.0238,-118.4095,,,,,2365,06037269909,263.8698704621677,2014
180217917,2018-08-26T00:00:00.000,2018-08-21,0800,02,Rampart,0257,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1251 0344,22,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,1500    WILSHIRE                     BL,,34.0546,-118.2684,,,,,2009,06037209106,169.95244008586138,2018
181005957,2018-02-12T00:00:00.000,2018-02-12,0700,10,West Valley,1012,1,310,BURGLARY,0352 0344,60,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,7500    AMIGO                        AV,,34.2066,-118.5382,,,,,1652,06037131023,261.41206554419654,2018
191508360,2019-03-26T00:00:00.000,2019-03-25,0415,15,N Hollywood,1532,1,520,VEHICLE - ATTEMPT STOLEN,1300 1310,39,M,H,108,PARKING LOT,IC,Invest Cont,520,12200    SYLVAN                       ST,,34.1849,-118.4011,,,,,1585,06037123800,670.9496517641825,2019
160313103,2016-05-17T00:00:00.000,2016-05-16,0800,03,Southwest,0316,2,624,BATTERY - SIMPLE ASSAULT,0416 0602 0554,21,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624,2200    LA SALLE                     AV,,34.0364,-118.3058,500,UNKNOWN WEAPON/OTHER WEAPON,,,2130,06037221500,230.1932595669941,2016
151610415,2015-06-24T00:00:00.000,2015-06-24,0700,16,Foothill,1665,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 0329,26,M,W,204,MANUFACTURING COMPANY,IC,Invest Cont,753,9800    GLENOAKS                     BL,,34.248,-118.3855,102,HAND GUN,,,1552,06037121102,1631.4345498621435,2015
131810336,2013-05-16T00:00:00.000,2013-05-15,1430,18,Southeast,1823,1,330,BURGLARY FROM VEHICLE,0344 1607,25,F,H,108,PARKING LOT,IC,Invest Cont,330,AVALON,103RD                        ST,33.9438,-118.2652,,,,,2270,06037240600,458.68067162195626,2013
160814492,2016-08-16T00:00:00.000,2016-08-16,0120,08,West LA,0882,2,437,RESISTING ARREST,1402 1212 0400,0,M,X,101,STREET,AA,Adult Arrest,437,LA GRANGE,BELOIT,34.0416,-118.4428,500,UNKNOWN WEAPON/OTHER WEAPON,998,,2348,06037267700,317.35976176242343,2016
150808457,2015-04-18T00:00:00.000,2015-04-18,1130,08,West LA,0854,2,624,BATTERY - SIMPLE ASSAULT,0319 0446 0913,36,M,O,101,STREET,AO,Adult Other,624,SANTA MONICA                 BL,SEPULVEDA                    BL,34.0475,-118.445,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2330,06037265524,375.4722060701452,2015
180614367,2018-06-14T00:00:00.000,2018-06-14,0150,06,Hollywood,0638,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0903 2004 1239 0400 0416 0305 2058 1510,35,M,B,101,STREET,IC,Invest Cont,230,ARGYLE,FRANKLIN,34.1052,-118.3252,500,UNKNOWN WEAPON/OTHER WEAPON,,,1826,06037189502,295.5318337746962,2018
160308812,2016-03-14T00:00:00.000,2016-03-14,1830,03,Southwest,0363,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0443 0334 0342 1236,52,F,H,203,OTHER BUSINESS,IC,Invest Cont,230,3600 W  MARTIN LUTHER KING JR        BL,,34.011,-118.3351,216,SCISSORS,,,2210,06037234301,503.59153598549557,2016
171411036,2017-04-23T00:00:00.000,2017-04-23,2100,14,Pacific,1473,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,38,F,B,503,HOTEL,IC,Invest Cont,626,8000    LINCOLN                      BL,,33.9619,-118.4327,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2417,06037276601,58.93300461033515,2017
170517705,2017-10-23T00:00:00.000,2017-10-22,2245,05,Harbor,0585,1,210,ROBBERY,0355 0342 0352 0377 2004 0334 0344,33,M,H,103,ALLEY,IC,Invest Cont,210,500 W  21ST                         ST,,33.7252,-118.288,200,KNIFE WITH BLADE 6INCHES OR LESS,,,2475,06037297201,326.5058105279199,2017
190711023,2019-05-23T00:00:00.000,2019-05-22,1540,07,Wilshire,0722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 0377,64,M,H,702,OFFICE BUILDING/OFFICE,IC,Invest Cont,440,600 S  SAN VICENTE                  BL,,34.066,-118.373,,,,,2076,06037214700,647.3654242259669,2019
161225975,2016-10-21T00:00:00.000,2016-10-21,1600,12,77th Street,1245,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1310 1309 0913 0329 0445 1609,28,F,B,101,STREET,IC,Invest Cont,230,NORMANDIE,60TH                         ST,33.9789,-118.2981,306,ROCK/THROWN OBJECT,,,2235,06037237401,299.09690746790807,2016
170405592,2017-02-07T00:00:00.000,2017-02-07,1400,04,Hollenbeck,0461,2,624,BATTERY - SIMPLE ASSAULT,0340 0448 0400 0416 0913,23,F,H,101,STREET,IC,Invest Cont,624,300 S  PECAN                        ST,,34.0453,-118.2218,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1966,06037206053,57.589581100349534,2017
131806818,2013-03-05T00:00:00.000,2013-03-01,1430,18,Southeast,1837,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,30,M,H,108,PARKING LOT,IC,Invest Cont,420,1600 E  104TH                        ST,,33.9415,-118.2462,,,,,2283,06037242000,430.3229202941564,2013
131309594,2013-04-14T00:00:00.000,2013-04-14,1630,13,Newton,1361,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0416 0334,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930,300 W  47TH                         ST,,34.0011,-118.2783,511,VERBAL THREAT,,,2194,06037231902,38.90001757093342,2013
161720466,2016-12-01T00:00:00.000,2016-12-01,1030,17,Devonshire,1723,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48,F,O,121,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,745,20400    NASHVILLE                    ST,,34.2698,-118.5775,,,,,1475,06037113101,1035.7458929941329,2016
131716023,2013-09-19T00:00:00.000,2013-08-22,1500,17,Devonshire,1747,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0554 1019,53,M,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,956,16400    CHATSWORTH                   ST,,34.2647,-118.4891,,,,,1464,06037111100,686.7674993041202,2013
190912645,2019-06-20T00:00:00.000,2019-06-20,2035,09,Van Nuys,0971,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,28,M,F,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,15300    VENTURA                      BL,,34.1564,-118.463,,,,,1750,06037141305,115.74999181931955,2019
171207961,2017-02-25T00:00:00.000,2017-02-25,0530,12,77th Street,1232,1,210,ROBBERY,1309 0913 0448 0344 0336 0352 0432 0906,26,M,B,101,STREET,AO,Adult Other,210,CRENSHAW                     BL,59TH                         PL,33.9863,-118.3308,113,SIMULATED GUN,,,2215,06037234700,332.7845928561775,2017
131710995,2013-05-26T00:00:00.000,2013-05-24,1340,17,Devonshire,1722,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,52,F,W,108,PARKING LOT,IC,Invest Cont,420,21400    DEVONSHIRE                   ST,,34.2572,-118.5973,,,,,1478,06037113212,554.6546219954445,2013
140514839,2014-09-16T00:00:00.000,2014-09-15,2000,05,Harbor,0528,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,1000    SANFORD                      AV,,33.7835,-118.2505,,,,,2455,06037294620,414.39270761654666,2014
150604974,2015-01-15T00:00:00.000,2015-01-15,0001,06,Hollywood,0636,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,MC CADDEN                    PL,YUCCA,34.1032,-118.3374,,,,,1841,06037190202,223.21089371728775,2015
191407322,2019-02-23T00:00:00.000,2019-02-23,1530,14,Pacific,1441,2,662,"BUNCO, GRAND THEFT",0701 1900,41,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,662,2300    OCEAN FRONT                  WK,,33.9832,-118.4704,,,,,2398,06037273902,545.0881295646644,2019
181507101,2018-03-01T00:00:00.000,2018-02-28,1900,15,N Hollywood,1522,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1300,40,F,H,101,STREET,IC,Invest Cont,331,13000    VANOWEN                      ST,,34.194,-118.4163,,,,,1579,06037123420,125.16217742942952,2018
150617821,2015-08-06T00:00:00.000,2015-08-06,0040,06,Hollywood,0622,1,320,"BURGLARY, ATTEMPTED",1609 0329 1822,50,M,A,501,SINGLE FAMILY DWELLING,IC,Invest Cont,320,7900    HILLSIDE                     AV,,34.1024,-118.3616,,,,,1831,06037189801,399.3458124854947,2015
171516024,2017-07-29T00:00:00.000,2017-07-29,2130,15,N Hollywood,1583,1,210,ROBBERY,0416 0346 1202 0400 1000 0344 0910,63,M,W,124,BUS STOP,IC,Invest Cont,210,VENTURA,LAUREL CANYON,34.1451,-118.3958,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1764,06037143602,691.8917252596767,2017
161708993,2016-04-17T00:00:00.000,2016-04-17,1010,17,Devonshire,1761,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,62,F,H,101,STREET,IC,Invest Cont,745,TOPANGA CANYON               BL,PLUMMER                      ST,34.2427,-118.6065,,,,,1484,06037113237,374.78050470745075,2016
180325986,2018-11-23T00:00:00.000,2018-11-23,1530,03,Southwest,0312,2,624,BATTERY - SIMPLE ASSAULT,2004 0913 0416 0446 1266 0917,22,M,A,301,GAS STATION,IC,Invest Cont,624,5100 W  JEFFERSON                    BL,,34.0255,-118.3548,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2116,06037219800,428.4158622680755,2018
141213343,2014-05-29T00:00:00.000,2014-05-28,2200,12,77th Street,1218,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 0416 0446 1223 1822,19,M,B,102,SIDEWALK,IC,Invest Cont,230,FIGUEROA                     ST,53RD                         ST,33.9942,-118.2827,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2205,06037232702,203.5378086237015,2014
131717274,2013-10-14T00:00:00.000,2013-10-14,0518,17,Devonshire,1753,2,901,VIOLATION OF RESTRAINING ORDER,0432 0913,39,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,901,20600    LEMARSH                      ST,,34.2554,-118.5818,,,,,1491,06037113324,517.0586946484958,2013
130918807,2013-10-22T00:00:00.000,2013-10-22,1530,09,Van Nuys,0909,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,61,F,H,108,PARKING LOT,IC,Invest Cont,331,13500    VALERIO                      ST,,34.2049,-118.4286,,,,,1616,06037127103,136.489151582408,2013
171312824,2017-05-20T00:00:00.000,2017-05-20,1750,13,Newton,1341,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0432 0416 0913,60,M,B,102,SIDEWALK,IC,Invest Cont,230,BROADWAY,38TH                         ST,34.0136,-118.2758,303,BRASS KNUCKLES,,,2180,06037231100,130.42884811286,2017
160505856,2016-02-13T00:00:00.000,2016-02-12,2330,05,Harbor,0515,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0432 0913 1241 1814 2000 2004 2002,45,F,H,503,HOTEL,AO,Adult Other,626,1700    WILMINGTON                   BL,,33.7969,-118.2752,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2448,06037294301,342.99546894840256,2016
180216257,2018-08-02T00:00:00.000,2018-08-02,0950,02,Rampart,0215,1,310,BURGLARY,0344 1822 1402 2004,37,M,H,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,310,TEMPLE,DILLON,34.0753,-118.2812,500,UNKNOWN WEAPON/OTHER WEAPON,998,,1899,06037195802,409.9885445786166,2018
192120071,2019-12-18T00:00:00.000,2019-12-18,2105,21,Topanga,2146,1,648,ARSON,1501,44,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,648,6900    REMMET                       AV,,34.1956,-118.6003,,,,,1692,06037134520,237.00969224783873,2019
190611835,2019-05-15T00:00:00.000,2019-04-09,0800,06,Hollywood,0643,2,354,THEFT OF IDENTITY,0928 0929 1822,64,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,1600 N  POINSETTIA                   PL,,34.0998,-118.3479,,,,,1834,06037189904,86.7046819645364,2019
140407551,2014-03-31T00:00:00.000,2014-03-31,1845,04,Hollenbeck,0408,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2000 1814 0345,28,F,H,102,SIDEWALK,IC,Invest Cont,440,HUNTINGTON DR,CASTALIA,34.0868,-118.177,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1926,06037201200,236.86731677049673,2014
161706115,2016-02-15T00:00:00.000,2016-02-15,1220,17,Devonshire,1792,2,900,VIOLATION OF COURT ORDER,1501,34,M,W,104,DRIVEWAY,AO,Adult Other,900,20000    COMMUNITY                    ST,,34.2222,-118.5688,,,,,1492,06037113423,237.45199743997296,2016
150514836,2015-09-04T00:00:00.000,2015-09-03,1900,05,Harbor,0503,1,330,BURGLARY FROM VEHICLE,0344 1300 0329 1601 1202,62,F,W,710,OTHER PREMISE,IC,Invest Cont,330,25500    PINE CREEK                   LN,,33.7911,-118.2845,,,,,2450,06037294410,662.8780642248022,2015
172118432,2017-10-18T00:00:00.000,2017-10-18,1130,21,Topanga,2189,1,310,BURGLARY,0344 1606,73,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,5400    QUAKERTOWN                   AV,,34.1681,-118.5696,,,,,1722,06037137501,798.8310126117107,2017
130314859,2013-06-14T00:00:00.000,2013-06-14,1000,03,Southwest,0392,2,624,BATTERY - SIMPLE ASSAULT,2000 1243 0913 0416,22,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,4400    ARLINGTON                    AV,,34.0037,-118.318,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,2213,06037234502,599.7098996760552,2013
150319531,2015-08-31T00:00:00.000,2015-08-31,2000,03,Southwest,0355,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443,47,M,B,102,SIDEWALK,AO,Adult Other,930,1800 W  JEFFERSON                    BL,,34.0256,-118.3089,511,VERBAL THREAT,,,2137,06037222001,509.6250774459676,2015
160320125,2016-08-31T00:00:00.000,2016-08-31,0915,03,Southwest,0361,1,310,BURGLARY,0344 1202 1607 0321,81,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310,4800    COLISEUM                     ST,,34.0183,-118.3504,,,,,2225,06037236203,283.12845850851437,2016
170511936,2017-06-21T00:00:00.000,2017-06-20,1730,05,Harbor,0508,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,23300    HALLDALE                     AV,,33.8143,-118.3014,,,,,2440,06037293301,427.37123584102164,2017
180122183,2018-08-24T00:00:00.000,2018-08-24,2000,01,Central,0111,2,624,BATTERY - SIMPLE ASSAULT,0416 2004,47,M,W,210,RESTAURANT/FAST FOOD,IC,Invest Cont,624,200    ORD                          ST,,34.0599,-118.2379,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,1974,06037207102,273.0911869781204,2018
181807080,2018-02-23T00:00:00.000,2018-02-22,1600,18,Southeast,1827,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,9300    WILMINGTON                   AV,,33.9524,-118.2385,,,,,2285,06037242201,203.8391897647275,2018
170500631,2017-03-02T00:00:00.000,2017-03-02,1940,05,Harbor,0518,1,220,ATTEMPTED ROBBERY,1309 1313 0305 0302 0337 0416 0326 1252,18,M,H,102,SIDEWALK,IC,Invest Cont,220,248TH,LAKME,33.8011,-118.2612,102,HAND GUN,,,2445,06037294110,225.25636134941385,2017
180914096,2018-07-10T00:00:00.000,2018-06-20,1430,09,Van Nuys,0964,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1606 0344,54,F,O,108,PARKING LOT,IC,Invest Cont,420,14000    RIVERSIDE                    DR,,34.1576,-118.438,,,,,1646,06037128704,465.2012119294226,2018
