dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,location,cross_street,lat,lon,weapon_used_cd,weapon_desc,crm_cd_2,crm_cd_3,geoid,distance_to_centroid
161210860,2016-04-05T00:00:00.000,2016-03-24T00:00:00.000,2100,12,77th Street,1269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,48,F,B,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,800 E  79TH                         ST,,33.9675,-118.2608,306,ROCK/THROWN OBJECT,,,06037239502,0.0024099398332741097
150505732,2015-02-08T00:00:00.000,2015-02-08T00:00:00.000,1830,05,Harbor,0541,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 0561,58,M,W,122,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,745,WESTERN,CAPITOL,33.7522,-118.3089,,,,,06037296300,0.0068404586103532755
160306440,2016-02-08T00:00:00.000,2016-02-07T00:00:00.000,2350,03,Southwest,0357,2,946,OTHER MISCELLANEOUS CRIME,1212,15,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,946,1200 W  37TH                         ST,,34.021,-118.2944,500,UNKNOWN WEAPON/OTHER WEAPON,,,06037222600,0.0018003027523161013
160622667,2016-10-29T00:00:00.000,2016-10-29T00:00:00.000,0220,06,Hollywood,0647,2,624,BATTERY - SIMPLE ASSAULT,0400 1300 0416 0342 1313,39,M,W,102,SIDEWALK,IC,Invest Cont,624,HOLLYWOOD                    BL,ARGYLE,34.1016,-118.3252,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037191000,0.0035005285315201804
190213854,2019-06-27T00:00:00.000,2019-06-21T00:00:00.000,2200,02,Rampart,0261,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,28,M,H,101,STREET,IC,Invest Cont,420,700 S  LAKE                         ST,,34.0567,-118.2815,,,,,06037209401,0.00018788294228271204
140813823,2014-09-21T00:00:00.000,2014-09-20T00:00:00.000,2340,08,West LA,0824,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,13,X,X,210,RESTAURANT/FAST FOOD,IC,Invest Cont,440,100    ENTRADA                      DR,,34.0279,-118.5188,,,,,06037701304,0.012147634543394494
131219261,2013-08-17T00:00:00.000,2013-08-17T00:00:00.000,0210,12,77th Street,1263,2,624,BATTERY - SIMPLE ASSAULT,0342 0416 1822 0389 0429,38,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,1700 W  81ST                         ST,,33.9655,-118.3068,306,ROCK/THROWN OBJECT,,,06037238100,0.0037920804316434226
150500930,2015-06-30T00:00:00.000,2015-06-30T00:00:00.000,1000,05,Harbor,0563,1,310,BURGLARY,0344,54,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,310,1700 S  CABRILLO                     AV,,33.7288,-118.2946,,,998,,06037296901,0.0021494727260453405
162119980,2016-11-29T00:00:00.000,2016-11-29T00:00:00.000,0340,21,Topanga,2175,1,330,BURGLARY FROM VEHICLE,1609 0344 1402,27,F,W,108,PARKING LOT,AO,Adult Other,330,5800    TOPANGA CANYON               BL,,34.1732,-118.6152,,,998,,06037137203,0.004541802725792564
160915702,2016-08-18T00:00:00.000,2016-07-02T00:00:00.000,1255,09,Van Nuys,0911,2,649,DOCUMENT FORGERY / STOLEN FELONY,0361,57,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,649,15500    SHERMAN                      WY,,34.2012,-118.4706,,,,,06037127712,0.004173912433199141
181306882,2018-02-19T00:00:00.000,2018-02-12T00:00:00.000,1100,13,Newton,1323,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,IC,Invest Cont,420,E  23RD                         ST,CENTRAL                      AV,34.0213,-118.2534,,,,,06037226420,0.003851334963357996
131711688,2013-06-11T00:00:00.000,2013-06-10T00:00:00.000,2200,17,Devonshire,1723,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,IC,Invest Cont,510,10700    DE SOTO                      AV,,34.2645,-118.5886,,,,,06037113101,0.0024295120909311294
180815605,2018-09-02T00:00:00.000,2018-09-01T00:00:00.000,2000,08,West LA,0831,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,IC,Invest Cont,510,900    GRETNA GREEN                 WY,,34.0477,-118.472,,,,,06037264305,0.0021715453023145965
140324669,2014-12-01T00:00:00.000,2013-11-05T00:00:00.000,1002,03,Southwest,0336,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0931 1817,57,M,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,341,2200 W  31ST                         ST,,34.0265,-118.3151,,,,,06037222001,0.0025481728748300257
190216347,2019-08-11T00:00:00.000,2019-08-11T00:00:00.000,0330,02,Rampart,0261,1,210,ROBBERY,0906 1816 0370 0344 0371,38,M,H,101,STREET,IC,Invest Cont,210,7TH,RAMPART,34.0594,-118.2832,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037209401,0.003295648646310794
170709301,2017-04-28T00:00:00.000,2017-04-14T00:00:00.000,1845,07,Wilshire,0773,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,62,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1800 S  DUNSMUIR                     AV,,34.0432,-118.3559,,,,,06037218300,0.001970426349808168
131507776,2013-03-14T00:00:00.000,2013-03-14T00:00:00.000,1230,15,N Hollywood,1527,1,310,BURGLARY,0344 0104 0325 1402 1414 1420 1606,25,M,H,404,DEPARTMENT STORE,AA,Adult Arrest,310,11000    VICTORY                      BL,,34.1867,-118.3703,,,,,06037124201,0.005269517055663602
190621516,2019-10-30T00:00:00.000,2019-10-29T00:00:00.000,2345,06,Hollywood,0636,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0386 0344 0352 1601 1606 0326 1300 1309,21,M,B,101,STREET,IC,Invest Cont,331,6500    HOLLYWOOD                    BL,,34.1034,-118.3325,,,,,06037190201,0.0025109131804951722
191820961,2019-09-29T00:00:00.000,2019-09-29T00:00:00.000,0300,18,Southeast,1823,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,19,M,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745,10300    AVALON                       BL,,33.947,-118.2684,,,,,06037240600,0.0003191880323609073
161600817,2016-05-02T00:00:00.000,2016-05-01T00:00:00.000,2000,16,Foothill,1638,1,330,BURGLARY FROM VEHICLE,0344,23,M,O,104,DRIVEWAY,IC,Invest Cont,330,10400    LAS LUNITAS                  AV,,34.2584,-118.2914,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037101110,0.0017182811178627871
161322328,2016-11-03T00:00:00.000,2016-11-03T00:00:00.000,0930,13,Newton,1321,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251,20,M,O,504,OTHER RESIDENCE,IC,Invest Cont,440,300 W  ADAMS                        BL,,34.0289,-118.2686,,,,,06037224020,0.0004307261310887165
170207229,2017-03-07T00:00:00.000,2016-12-15T00:00:00.000,1200,02,Rampart,0269,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,63,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,341,1300 W  8TH                          ST,,34.0502,-118.269,,,,,06037209300,0.0010511574572926647
190914236,2019-07-24T00:00:00.000,2019-07-24T00:00:00.000,2150,09,Van Nuys,0909,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,24,F,H,403,DRUG STORE,IC,Invest Cont,740,7200    WOODMAN                      AV,,34.2012,-118.4313,,,,,06037127103,0.0035106137639999762
160705769,2016-02-09T00:00:00.000,2016-02-09T00:00:00.000,1230,07,Wilshire,0785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0415 0429,28,M,B,102,SIDEWALK,IC,Invest Cont,230,WASHINGTON                   BL,CRENSHAW                     BL,34.0372,-118.3423,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037218600,0.0005313002917484824
150909248,2015-04-19T00:00:00.000,2015-04-18T00:00:00.000,1200,09,Van Nuys,0941,2,903,CONTEMPT OF COURT,1501,51,F,B,501,SINGLE FAMILY DWELLING,AO,Adult Other,903,BURBANK,VAN NUYS,34.1721,-118.4488,,,,,06037128500,0.004782406507188627
160315916,2016-06-29T00:00:00.000,2016-06-28T00:00:00.000,2100,03,Southwest,0301,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416,24,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,626,2500 S  CURSON                       AV,,34.0339,-118.3654,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037219902,0.003866027030434224
172109718,2017-04-23T00:00:00.000,2017-04-22T00:00:00.000,2300,21,Topanga,2128,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444 2002 1243,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,626,20200    KESWICK                      ST,,34.2096,-118.5732,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037134104,0.0027635015831327715
161221608,2016-08-23T00:00:00.000,2016-08-22T00:00:00.000,0635,12,77th Street,1232,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,24,F,H,210,RESTAURANT/FAST FOOD,IC,Invest Cont,745,5800    WEST                         BL,,33.989,-118.3352,,,,,06037234902,0.007155939421208327
192016542,2019-09-09T00:00:00.000,2019-04-09T00:00:00.000,2229,20,Olympic,2031,1,310,BURGLARY,1501,0,X,X,203,OTHER BUSINESS,AA,Adult Arrest,310,3800    WILSHIRE                     BL,,34.0617,-118.3091,,,,,06037211704,0.0033583574854384604
141419499,2014-07-28T00:00:00.000,2014-07-08T00:00:00.000,1200,14,Pacific,1443,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",,63,F,W,504,OTHER RESIDENCE,IC,Invest Cont,654,2300    ABBOT KINNEY                 BL,,33.9879,-118.4596,,,,,06037273600,0.005743819286848939
180913634,2018-07-01T00:00:00.000,2018-06-30T00:00:00.000,0900,09,Van Nuys,0969,1,310,BURGLARY,0344 0358 1607 0352,50,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,5300    COLDWATER CANYON             AV,,34.1666,-118.4138,,,,,06037124700,0.005531335191440627
191013929,2019-08-23T00:00:00.000,2019-08-22T00:00:00.000,1800,10,West Valley,1065,1,310,BURGLARY,0344 1602,0,M,W,203,OTHER BUSINESS,IC,Invest Cont,310,17900    VENTURA                      BL,,34.1675,-118.5226,,,,,06037139505,0.0007309733237285302
190108793,2019-03-07T00:00:00.000,2019-03-03T00:00:00.000,1205,01,Central,0161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,36,M,X,503,HOTEL,IC,Invest Cont,440,FRANCISCO                    ST,JAMES M WOOD                 BL,34.0469,-118.2644,,,,,06037207711,0.0023397190002186316
131820003,2013-12-12T00:00:00.000,2013-12-12T00:00:00.000,1000,18,Southeast,1831,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0329 0400 1816,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,12600 S  FIGUEROA                     ST,,33.9188,-118.283,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037291110,0.0033851833037530556
191708665,2019-04-12T00:00:00.000,2019-04-10T00:00:00.000,2210,17,Devonshire,1794,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1202,62,M,A,203,OTHER BUSINESS,IC,Invest Cont,745,8400    RESEDA                       BL,,34.2227,-118.5361,,,,,06037115403,0.004794762350738781
141305555,2014-01-29T00:00:00.000,2014-01-28T00:00:00.000,1400,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,101,STREET,IC,Invest Cont,510,6400    AVALON                       BL,,33.9816,-118.2652,,,,,06037239330,0.0035642913741734993
171216991,2017-06-28T00:00:00.000,2017-06-25T00:00:00.000,1600,12,77th Street,1211,2,664,"BUNCO, PETTY THEFT",1309 1822 0344 0701 1251,20,M,H,605,AUTOMATED TELLER MACHINE (ATM),AO,Adult Other,664,5400    CRENSHAW                     BL,,33.9931,-118.3308,,,,,06037234600,0.00440272279390168
131428725,2013-12-06T00:00:00.000,2013-12-06T00:00:00.000,2230,14,Pacific,1494,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1309 0605,52,F,W,101,STREET,IC,Invest Cont,230,200    WORLD WAY,,33.9449,-118.4059,307,VEHICLE,,,06037980028,0.015280180136373145
151106779,2015-02-27T00:00:00.000,2015-02-27T00:00:00.000,1000,11,Northeast,1113,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,M,H,707,GARAGE/CARPORT,IC,Invest Cont,440,2700    LOMPOC                       ST,,34.1326,-118.2246,,,,,06037181300,0.003311587081749142
141504303,2014-01-07T00:00:00.000,2014-01-07T00:00:00.000,0300,15,N Hollywood,1503,1,210,ROBBERY,0355 0344 0342 0337 0202 0400 0354 0443,47,M,H,102,SIDEWALK,IC,Invest Cont,210,LAURELGROVE                  AV,VANOWEN                      ST,34.194,-118.4008,511,VERBAL THREAT,,,06037123301,0.005643582018543295
181522970,2018-12-17T00:00:00.000,2018-12-15T00:00:00.000,1400,15,N Hollywood,1595,2,354,THEFT OF IDENTITY,0930,64,F,W,402,MARKET,IC,Invest Cont,354,11900    VENTURA                      BL,,34.1427,-118.3908,,,,,06037143602,0.004116688232066514
131216289,2013-06-30T00:00:00.000,2013-06-30T00:00:00.000,2315,12,77th Street,1243,2,901,VIOLATION OF RESTRAINING ORDER,1813 0389 1202 2000,62,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,901,1600 W  71ST                         ST,,33.9754,-118.3046,,,,,06037237402,0.0044749011162240815
150312215,2015-05-10T00:00:00.000,2015-05-10T00:00:00.000,0045,03,Southwest,0374,2,624,BATTERY - SIMPLE ASSAULT,2000 0400 0429,26,F,B,102,SIDEWALK,IC,Invest Cont,624,2ND                          ST,KING                         BL,34.0148,-118.3222,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",626,,06037234001,0.002994050433774918
170110170,2017-03-31T00:00:00.000,2017-03-31T00:00:00.000,0615,01,Central,0156,2,624,BATTERY - SIMPLE ASSAULT,0416 1218,50,M,W,102,SIDEWALK,IC,Invest Cont,624,5TH                          ST,WALL                         ST,34.0446,-118.245,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037206302,0.001875459676982204
130912864,2013-06-29T00:00:00.000,2013-06-28T00:00:00.000,1900,09,Van Nuys,0914,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,37,F,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,6900    KESTER                       AV,,34.196,-118.4575,,,,,06037127804,0.004171238784820953
161517465,2016-08-31T00:00:00.000,2016-08-31T00:00:00.000,1245,15,N Hollywood,1566,2,624,BATTERY - SIMPLE ASSAULT,2004 1218 0444 0400,28,F,B,110,FREEWAY,IC,Invest Cont,624,BELLFLOWER,MOORPARK,34.1504,-118.3734,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037143200,0.00266045898296188
161922299,2016-11-24T00:00:00.000,2016-11-23T00:00:00.000,2150,19,Mission,1985,2,624,BATTERY - SIMPLE ASSAULT,0416,53,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,8700    TOBIAS                       AV,,34.2279,-118.4516,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037120103,0.0020215766124545005
161226741,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,1415,12,77th Street,1241,1,210,ROBBERY,0342 1822 0371 0216 0448 0344,20,F,B,210,RESTAURANT/FAST FOOD,IC,Invest Cont,210,6000    CRENSHAW                     BL,,33.9854,-118.3308,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037234901,0.003451753177729518
161810706,2016-05-09T00:00:00.000,2016-05-09T00:00:00.000,1200,18,Southeast,1863,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1251 0411 1258,13,F,H,720,JUNIOR HIGH SCHOOL,JO,Juv Other,230,600 E  115TH                        ST,,33.9301,-118.2652,210,RAZOR BLADE,,,06037241001,0.0014565225710609885
161219550,2016-07-27T00:00:00.000,2016-07-27T00:00:00.000,0145,12,77th Street,1267,1,648,ARSON,0913,47,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,648,400 W  84TH                         ST,,33.9632,-118.2813,503,CAUSTIC CHEMICAL/POISON,,,06037238320,0.005347252846093579
172105106,2017-01-22T00:00:00.000,2017-01-22T00:00:00.000,0145,21,Topanga,2105,2,888,TRESPASSING,1501,39,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888,21500    ROSCOE                       BL,,34.2239,-118.6017,,,,,06037113238,0.0006430279931664252
171406718,2017-02-15T00:00:00.000,2017-02-15T00:00:00.000,2100,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,51,M,H,212,TRANSPORTATION FACILITY (AIRPORT),IC,Invest Cont,440,500    WORLD                        WY,,33.9428,-118.4054,,,,,06037980028,0.014449640306940794
190818240,2019-11-14T00:00:00.000,2019-11-14T00:00:00.000,0245,08,West LA,0808,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1300 1278 1822,58,M,O,101,STREET,AO,Adult Other,440,2600    HUTTON                       DR,,34.1189,-118.4316,,,,,06037261102,0.00766202297047134
181615063,2018-10-09T00:00:00.000,2018-03-30T00:00:00.000,1200,16,Foothill,1622,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1420 0913,37,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,440,13500    MERCER                       ST,,34.2653,-118.4268,,,,,06037104404,0.0028811777105948186
182012264,2018-06-05T00:00:00.000,2018-06-04T00:00:00.000,0800,20,Olympic,2074,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,49,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,1400 S  HARVARD                      BL,,34.0463,-118.3041,,,,,06037213202,0.002882861946046815
190810492,2019-05-30T00:00:00.000,2019-05-30T00:00:00.000,1730,08,West LA,0881,2,624,BATTERY - SIMPLE ASSAULT,0444 0429 0913 1817 2004 0447 1309,54,M,O,102,SIDEWALK,IC,Invest Cont,624,BARRINGTON                   AV,EXPOSITION                   BL,34.0322,-118.4461,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037271200,0.004680204375878913
170517303,2017-10-13T00:00:00.000,2017-08-20T00:00:00.000,1000,05,Harbor,0555,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,26,F,H,249,NURSERY/FLOWER SHOP,IC,Invest Cont,440,900 N  GAFFEY                       ST,,33.7517,-118.2931,,,,,06037296500,0.004289749293371515
161908157,2016-03-13T00:00:00.000,2016-03-12T00:00:00.000,2330,19,Mission,1999,2,900,VIOLATION OF COURT ORDER,0913,23,F,H,101,STREET,AO,Adult Other,900,8000    WOODMAN                      AV,,34.2166,-118.4309,,,,,06037120400,0.0008848649614501265
190223957,2019-12-29T00:00:00.000,2019-12-29T00:00:00.000,1830,02,Rampart,0248,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 2002 0448 1601 0416 0329 0319,41,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626,300    LOMA                         DR,,34.0599,-118.2655,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037209104,0.0011124625836449063
170320159,2017-08-29T00:00:00.000,2017-08-29T00:00:00.000,0730,03,Southwest,0395,1,330,BURGLARY FROM VEHICLE,0344 1606 0377,28,F,H,108,PARKING LOT,IC,Invest Cont,330,SAINT ANDREWS,MARTIN LUTHER KING JR        BL,34.0109,-118.3113,,,,,06037231500,0.0038707849333202583
172108234,2017-03-22T00:00:00.000,2016-03-01T00:00:00.000,0001,21,Topanga,2175,2,354,THEFT OF IDENTITY,1822,77,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,5600    TOPANGA CANYON               BL,,34.1732,-118.6152,,,,,06037137203,0.004541802725792564
132013396,2013-07-17T00:00:00.000,2013-07-11T00:00:00.000,1400,20,Olympic,2036,1,480,BIKE - STOLEN,0358 1602 0344,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,480,700 S  NEW HAMPSHIRE                BL,,34.0598,-118.2929,,,,,06037212303,0.000999684950376158
190312179,2019-05-05T00:00:00.000,2019-05-05T00:00:00.000,0800,03,Southwest,0326,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 1821 0416,51,F,W,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,626,2600    DALTON                       AV,,34.0327,-118.3041,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037221500,0.0019467737413476037
131215822,2013-06-23T00:00:00.000,2013-06-23T00:00:00.000,0600,12,77th Street,1235,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1309 0344,53,F,H,101,STREET,IC,Invest Cont,420,1500 W  59TH                         PL,,33.9867,-118.3024,,,,,06037237201,0.003426081726995075
132008035,2013-03-27T00:00:00.000,2013-03-26T00:00:00.000,1010,20,Olympic,2074,2,624,BATTERY - SIMPLE ASSAULT,0446 0444 0432 0913 1815 1824 1251 1259 0416,18,F,H,723,PRIVATE SCHOOL/PRESCHOOL,AA,Adult Arrest,624,2900 W  PICO                         BL,,34.0472,-118.303,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037213202,0.0024155109190394
150906252,2015-02-16T00:00:00.000,2015-02-16T00:00:00.000,0900,09,Van Nuys,0915,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,20,F,H,108,PARKING LOT,IC,Invest Cont,745,6900    LENNOX                       AV,,34.1958,-118.4455,,,,,06037127910,0.0026081721568959786
190123044,2019-09-14T00:00:00.000,2019-09-14T00:00:00.000,1245,01,Central,0176,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,IC,Invest Cont,510,700    MAPLE                        AV,,34.0424,-118.2493,,,,,06037206301,0.0026156729535672593
182108220,2018-03-29T00:00:00.000,2018-03-29T00:00:00.000,0030,21,Topanga,2157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,30,M,H,101,STREET,IC,Invest Cont,420,6500    WINNETKA                     AV,,34.1915,-118.5843,,,,,06037134904,0.002365319851527646
171610762,2017-06-13T00:00:00.000,2017-06-13T00:00:00.000,1145,16,Foothill,1695,2,624,BATTERY - SIMPLE ASSAULT,1810 0416,21,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,624,7700    ELMER                        AV,,34.2103,-118.3769,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037122120,0.004882708264896139
150409001,2015-04-23T00:00:00.000,2015-04-23T00:00:00.000,1331,04,Hollenbeck,0467,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0349,49,M,H,101,STREET,IC,Invest Cont,440,2700 E  5TH                          ST,,34.0375,-118.2089,,,,,06037204300,0.0017122514418175157
190815993,2019-09-19T00:00:00.000,2019-09-05T00:00:00.000,2100,08,West LA,0823,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1251 1259 0527 0510 0408,14,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,810,100    CHAUTAUQUA                   BL,,34.0385,-118.5258,,,,,06037262706,0.0009135863396522935
162112977,2016-07-11T00:00:00.000,2016-07-11T00:00:00.000,1800,21,Topanga,2187,2,946,OTHER MISCELLANEOUS CRIME,0421 1212,49,M,W,101,STREET,AA,Adult Arrest,946,5300    CANOGA                       AV,,34.166,-118.5971,511,VERBAL THREAT,,,06037137502,0.00321267801063244
161916022,2016-08-03T00:00:00.000,2016-08-03T00:00:00.000,0900,19,Mission,1977,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0444 0416 0906,23,F,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,626,13500    OSBORNE                      ST,,34.2356,-118.4351,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,06037119801,0.0033843961056639425
